t_wall_s,step,obs_id,x_m,y_m,vx_mps,vy_mps,speed_mps,course_deg,radius_m
91.720,843,3,491.570,431.060,-0.100,-5.800,5.801,269.012,16.000
91.830,844,0,569.520,208.440,5.800,0.100,5.801,0.988,16.000
91.830,844,1,585.520,261.560,-4.200,-0.100,4.201,181.364,14.000
91.830,844,2,588.440,603.280,0.100,6.200,6.201,89.076,16.000
91.830,844,3,491.560,430.480,-0.100,-5.800,5.801,269.012,16.000
91.939,845,0,570.100,208.450,5.800,0.100,5.801,0.988,16.000
91.939,845,1,585.100,261.550,-4.200,-0.100,4.201,181.364,14.000
91.939,845,2,588.450,603.900,0.100,6.200,6.201,89.076,16.000
91.939,845,3,491.550,429.900,-0.100,-5.800,5.801,269.012,16.000
92.047,846,0,570.680,208.460,5.800,0.100,5.801,0.988,16.000
92.047,846,1,584.680,261.540,-4.200,-0.100,4.201,181.364,14.000
92.047,846,2,588.460,604.520,0.100,6.200,6.201,89.076,16.000
92.047,846,3,491.540,429.320,-0.100,-5.800,5.801,269.012,16.000
92.156,847,0,571.260,208.470,5.800,0.100,5.801,0.988,16.000
92.156,847,1,584.260,261.530,-4.200,-0.100,4.201,181.364,14.000
92.156,847,2,588.470,605.140,0.100,6.200,6.201,89.076,16.000
92.156,847,3,491.530,428.740,-0.100,-5.800,5.801,269.012,16.000
92.265,848,0,571.840,208.480,5.800,0.100,5.801,0.988,16.000
92.265,848,1,583.840,261.520,-4.200,-0.100,4.201,181.364,14.000
92.265,848,2,588.480,605.760,0.100,6.200,6.201,89.076,16.000
92.265,848,3,491.520,428.160,-0.100,-5.800,5.801,269.012,16.000
92.375,849,0,572.420,208.490,5.800,0.100,5.801,0.988,16.000
92.375,849,1,583.420,261.510,-4.200,-0.100,4.201,181.364,14.000
92.375,849,2,588.490,606.380,0.100,6.200,6.201,89.076,16.000
92.375,849,3,491.510,427.580,-0.100,-5.800,5.801,269.012,16.000
92.484,850,0,573.000,208.500,5.800,0.100,5.801,0.988,16.000
92.484,850,1,583.000,261.500,-4.200,-0.100,4.201,181.364,14.000
92.484,850,2,588.500,607.000,0.100,6.200,6.201,89.076,16.000
92.484,850,3,491.500,427.000,-0.100,-5.800,5.801,269.012,16.000
92.594,851,0,573.580,208.510,5.800,0.100,5.801,0.988,16.000
92.594,851,1,582.580,261.490,-4.200,-0.100,4.201,181.364,14.000
92.594,851,2,588.510,607.620,0.100,6.200,6.201,89.076,16.000
92.594,851,3,491.490,426.420,-0.100,-5.800,5.801,269.012,16.000
92.702,852,0,574.160,208.520,5.800,0.100,5.801,0.988,16.000
92.702,852,1,582.160,261.480,-4.200,-0.100,4.201,181.364,14.000
92.702,852,2,588.520,608.240,0.100,6.200,6.201,89.076,16.000
92.702,852,3,491.480,425.840,-0.100,-5.800,5.801,269.012,16.000
92.810,853,0,574.740,208.530,5.800,0.100,5.801,0.988,16.000
92.810,853,1,581.740,261.470,-4.200,-0.100,4.201,181.364,14.000
92.810,853,2,588.530,608.860,0.100,6.200,6.201,89.076,16.000
92.810,853,3,491.470,425.260,-0.100,-5.800,5.801,269.012,16.000
92.919,854,0,575.320,208.540,5.800,0.100,5.801,0.988,16.000
92.919,854,1,581.320,261.460,-4.200,-0.100,4.201,181.364,14.000
92.919,854,2,588.540,609.480,0.100,6.200,6.201,89.076,16.000
92.919,854,3,491.460,424.680,-0.100,-5.800,5.801,269.012,16.000
93.029,855,0,575.900,208.550,5.800,0.100,5.801,0.988,16.000
93.029,855,1,580.900,261.450,-4.200,-0.100,4.201,181.364,14.000
93.029,855,2,588.550,610.100,0.100,6.200,6.201,89.076,16.000
93.029,855,3,491.450,424.100,-0.100,-5.800,5.801,269.012,16.000
93.138,856,0,576.480,208.560,5.800,0.100,5.801,0.988,16.000
93.138,856,1,580.480,261.440,-4.200,-0.100,4.201,181.364,14.000
93.138,856,2,588.560,610.720,0.100,6.200,6.201,89.076,16.000
93.138,856,3,491.440,423.520,-0.100,-5.800,5.801,269.012,16.000
93.246,857,0,577.060,208.570,5.800,0.100,5.801,0.988,16.000
93.246,857,1,580.060,261.430,-4.200,-0.100,4.201,181.364,14.000
93.246,857,2,588.570,611.340,0.100,6.200,6.201,89.076,16.000
93.246,857,3,491.430,422.940,-0.100,-5.800,5.801,269.012,16.000
93.356,858,0,577.640,208.580,5.800,0.100,5.801,0.988,16.000
93.356,858,1,579.640,261.420,-4.200,-0.100,4.201,181.364,14.000
93.356,858,2,588.580,611.960,0.100,6.200,6.201,89.076,16.000
93.356,858,3,491.420,422.360,-0.100,-5.800,5.801,269.012,16.000
93.466,859,0,578.220,208.590,5.800,0.100,5.801,0.988,16.000
93.466,859,1,579.220,261.410,-4.200,-0.100,4.201,181.364,14.000
93.466,859,2,588.590,612.580,0.100,6.200,6.201,89.076,16.000
93.466,859,3,491.410,421.780,-0.100,-5.800,5.801,269.012,16.000
93.576,860,0,578.800,208.600,5.800,0.100,5.801,0.988,16.000
93.576,860,1,578.800,261.400,-4.200,-0.100,4.201,181.364,14.000
93.576,860,2,588.600,613.200,0.100,6.200,6.201,89.076,16.000
93.576,860,3,491.400,421.200,-0.100,-5.800,5.801,269.012,16.000
93.682,861,0,579.380,208.610,5.800,0.100,5.801,0.988,16.000
93.682,861,1,578.380,261.390,-4.200,-0.100,4.201,181.364,14.000
93.682,861,2,588.610,613.820,0.100,6.200,6.201,89.076,16.000
93.682,861,3,491.390,420.620,-0.100,-5.800,5.801,269.012,16.000
93.793,862,0,579.960,208.620,5.800,0.100,5.801,0.988,16.000
93.793,862,1,577.960,261.380,-4.200,-0.100,4.201,181.364,14.000
93.793,862,2,588.620,614.440,0.100,6.200,6.201,89.076,16.000
93.793,862,3,491.380,420.040,-0.100,-5.800,5.801,269.012,16.000
93.902,863,0,580.540,208.630,5.800,0.100,5.801,0.988,16.000
93.902,863,1,577.540,261.370,-4.200,-0.100,4.201,181.364,14.000
93.902,863,2,588.630,615.060,0.100,6.200,6.201,89.076,16.000
93.902,863,3,491.370,419.460,-0.100,-5.800,5.801,269.012,16.000
94.010,864,0,581.120,208.640,5.800,0.100,5.801,0.988,16.000
94.010,864,1,577.120,261.360,-4.200,-0.100,4.201,181.364,14.000
94.010,864,2,588.640,615.680,0.100,6.200,6.201,89.076,16.000
94.010,864,3,491.360,418.880,-0.100,-5.800,5.801,269.012,16.000
94.120,865,0,581.700,208.650,5.800,0.100,5.801,0.988,16.000
94.120,865,1,576.700,261.350,-4.200,-0.100,4.201,181.364,14.000
94.120,865,2,588.650,616.300,0.100,6.200,6.201,89.076,16.000
94.120,865,3,491.350,418.300,-0.100,-5.800,5.801,269.012,16.000
94.228,866,0,582.280,208.660,5.800,0.100,5.801,0.988,16.000
94.228,866,1,576.280,261.340,-4.200,-0.100,4.201,181.364,14.000
94.228,866,2,588.660,616.920,0.100,6.200,6.201,89.076,16.000
94.228,866,3,491.340,417.720,-0.100,-5.800,5.801,269.012,16.000
94.336,867,0,582.860,208.670,5.800,0.100,5.801,0.988,16.000
94.336,867,1,575.860,261.330,-4.200,-0.100,4.201,181.364,14.000
94.336,867,2,588.670,617.540,0.100,6.200,6.201,89.076,16.000
94.336,867,3,491.330,417.140,-0.100,-5.800,5.801,269.012,16.000
94.444,868,0,583.440,208.680,5.800,0.100,5.801,0.988,16.000
94.444,868,1,575.440,261.320,-4.200,-0.100,4.201,181.364,14.000
94.444,868,2,588.680,618.160,0.100,6.200,6.201,89.076,16.000
94.444,868,3,491.320,416.560,-0.100,-5.800,5.801,269.012,16.000
94.554,869,0,584.020,208.690,5.800,0.100,5.801,0.988,16.000
94.554,869,1,575.020,261.310,-4.200,-0.100,4.201,181.364,14.000
94.554,869,2,588.690,618.780,0.100,6.200,6.201,89.076,16.000
94.554,869,3,491.310,415.980,-0.100,-5.800,5.801,269.012,16.000
94.662,870,0,584.600,208.700,5.800,0.100,5.801,0.988,16.000
94.662,870,1,574.600,261.300,-4.200,-0.100,4.201,181.364,14.000
94.662,870,2,588.700,619.400,0.100,6.200,6.201,89.076,16.000
94.662,870,3,491.300,415.400,-0.100,-5.800,5.801,269.012,16.000
94.771,871,0,585.180,208.710,5.800,0.100,5.801,0.988,16.000
94.771,871,1,574.180,261.290,-4.200,-0.100,4.201,181.364,14.000
94.771,871,2,588.710,620.020,0.100,6.200,6.201,89.076,16.000
94.771,871,3,491.290,414.820,-0.100,-5.800,5.801,269.012,16.000
94.878,872,0,585.760,208.720,5.800,0.100,5.801,0.988,16.000
94.878,872,1,573.760,261.280,-4.200,-0.100,4.201,181.364,14.000
94.878,872,2,588.720,620.640,0.100,6.200,6.201,89.076,16.000
94.878,872,3,491.280,414.240,-0.100,-5.800,5.801,269.012,16.000
94.987,873,0,586.340,208.730,5.800,0.100,5.801,0.988,16.000
94.987,873,1,573.340,261.270,-4.200,-0.100,4.201,181.364,14.000
94.987,873,2,588.730,621.260,0.100,6.200,6.201,89.076,16.000
94.987,873,3,491.270,413.660,-0.100,-5.800,5.801,269.012,16.000
95.098,874,0,586.920,208.740,5.800,0.100,5.801,0.988,16.000
95.098,874,1,572.920,261.260,-4.200,-0.100,4.201,181.364,14.000
95.098,874,2,588.740,621.880,0.100,6.200,6.201,89.076,16.000
95.098,874,3,491.260,413.080,-0.100,-5.800,5.801,269.012,16.000
95.206,875,0,587.500,208.750,5.800,0.100,5.801,0.988,16.000
95.206,875,1,572.500,261.250,-4.200,-0.100,4.201,181.364,14.000
95.206,875,2,588.750,622.500,0.100,6.200,6.201,89.076,16.000
95.206,875,3,491.250,412.500,-0.100,-5.800,5.801,269.012,16.000
95.317,876,0,588.080,208.760,5.800,0.100,5.801,0.988,16.000
95.317,876,1,572.080,261.240,-4.200,-0.100,4.201,181.364,14.000
95.317,876,2,588.760,623.120,0.100,6.200,6.201,89.076,16.000
95.317,876,3,491.240,411.920,-0.100,-5.800,5.801,269.012,16.000
95.426,877,0,588.660,208.770,5.800,0.100,5.801,0.988,16.000
95.426,877,1,571.660,261.230,-4.200,-0.100,4.201,181.364,14.000
95.426,877,2,588.770,623.740,0.100,6.200,6.201,89.076,16.000
95.426,877,3,491.230,411.340,-0.100,-5.800,5.801,269.012,16.000
95.534,878,0,589.240,208.780,5.800,0.100,5.801,0.988,16.000
95.534,878,1,571.240,261.220,-4.200,-0.100,4.201,181.364,14.000
95.534,878,2,588.780,624.360,0.100,6.200,6.201,89.076,16.000
95.534,878,3,491.220,410.760,-0.100,-5.800,5.801,269.012,16.000
95.643,879,0,589.820,208.790,5.800,0.100,5.801,0.988,16.000
95.643,879,1,570.820,261.210,-4.200,-0.100,4.201,181.364,14.000
95.643,879,2,588.790,624.980,0.100,6.200,6.201,89.076,16.000
95.643,879,3,491.210,410.180,-0.100,-5.800,5.801,269.012,16.000
95.752,880,0,590.400,208.800,5.800,0.100,5.801,0.988,16.000
95.752,880,1,570.400,261.200,-4.200,-0.100,4.201,181.364,14.000
95.752,880,2,588.800,625.600,0.100,6.200,6.201,89.076,16.000
95.752,880,3,491.200,409.600,-0.100,-5.800,5.801,269.012,16.000
95.861,881,0,590.980,208.810,5.800,0.100,5.801,0.988,16.000
95.861,881,1,569.980,261.190,-4.200,-0.100,4.201,181.364,14.000
95.861,881,2,588.810,626.220,0.100,6.200,6.201,89.076,16.000
95.861,881,3,491.190,409.020,-0.100,-5.800,5.801,269.012,16.000
95.970,882,0,591.560,208.820,5.800,0.100,5.801,0.988,16.000
95.970,882,1,569.560,261.180,-4.200,-0.100,4.201,181.364,14.000
95.970,882,2,588.820,626.840,0.100,6.200,6.201,89.076,16.000
95.970,882,3,491.180,408.440,-0.100,-5.800,5.801,269.012,16.000
96.080,883,0,592.140,208.830,5.800,0.100,5.801,0.988,16.000
96.080,883,1,569.140,261.170,-4.200,-0.100,4.201,181.364,14.000
96.080,883,2,588.830,627.460,0.100,6.200,6.201,89.076,16.000
96.080,883,3,491.170,407.860,-0.100,-5.800,5.801,269.012,16.000
96.187,884,0,592.720,208.840,5.800,0.100,5.801,0.988,16.000
96.187,884,1,568.720,261.160,-4.200,-0.100,4.201,181.364,14.000
96.187,884,2,588.840,628.080,0.100,6.200,6.201,89.076,16.000
96.187,884,3,491.160,407.280,-0.100,-5.800,5.801,269.012,16.000
96.297,885,0,593.300,208.850,5.800,0.100,5.801,0.988,16.000
96.297,885,1,568.300,261.150,-4.200,-0.100,4.201,181.364,14.000
96.297,885,2,588.850,628.700,0.100,6.200,6.201,89.076,16.000
96.297,885,3,491.150,406.700,-0.100,-5.800,5.801,269.012,16.000
96.406,886,0,593.880,208.860,5.800,0.100,5.801,0.988,16.000
96.406,886,1,567.880,261.140,-4.200,-0.100,4.201,181.364,14.000
96.406,886,2,588.860,629.320,0.100,6.200,6.201,89.076,16.000
96.406,886,3,491.140,406.120,-0.100,-5.800,5.801,269.012,16.000
96.515,887,0,594.460,208.870,5.800,0.100,5.801,0.988,16.000
96.515,887,1,567.460,261.130,-4.200,-0.100,4.201,181.364,14.000
96.515,887,2,588.870,629.940,0.100,6.200,6.201,89.076,16.000
96.515,887,3,491.130,405.540,-0.100,-5.800,5.801,269.012,16.000
96.623,888,0,595.040,208.880,5.800,0.100,5.801,0.988,16.000
96.623,888,1,567.040,261.120,-4.200,-0.100,4.201,181.364,14.000
96.623,888,2,588.880,630.560,0.100,6.200,6.201,89.076,16.000
96.623,888,3,491.120,404.960,-0.100,-5.800,5.801,269.012,16.000
96.733,889,0,595.620,208.890,5.800,0.100,5.801,0.988,16.000
96.733,889,1,566.620,261.110,-4.200,-0.100,4.201,181.364,14.000
96.733,889,2,588.890,631.180,0.100,6.200,6.201,89.076,16.000
96.733,889,3,491.110,404.380,-0.100,-5.800,5.801,269.012,16.000
96.840,890,0,596.200,208.900,5.800,0.100,5.801,0.988,16.000
96.840,890,1,566.200,261.100,-4.200,-0.100,4.201,181.364,14.000
96.840,890,2,588.900,631.800,0.100,6.200,6.201,89.076,16.000
96.840,890,3,491.100,403.800,-0.100,-5.800,5.801,269.012,16.000
96.949,891,0,596.780,208.910,5.800,0.100,5.801,0.988,16.000
96.949,891,1,565.780,261.090,-4.200,-0.100,4.201,181.364,14.000
96.949,891,2,588.910,632.420,0.100,6.200,6.201,89.076,16.000
96.949,891,3,491.090,403.220,-0.100,-5.800,5.801,269.012,16.000
97.058,892,0,597.360,208.920,5.800,0.100,5.801,0.988,16.000
97.058,892,1,565.360,261.080,-4.200,-0.100,4.201,181.364,14.000
97.058,892,2,588.920,633.040,0.100,6.200,6.201,89.076,16.000
97.058,892,3,491.080,402.640,-0.100,-5.800,5.801,269.012,16.000
97.167,893,0,597.940,208.930,5.800,0.100,5.801,0.988,16.000
97.167,893,1,564.940,261.070,-4.200,-0.100,4.201,181.364,14.000
97.167,893,2,588.930,633.660,0.100,6.200,6.201,89.076,16.000
97.167,893,3,491.070,402.060,-0.100,-5.800,5.801,269.012,16.000
97.276,894,0,598.520,208.940,5.800,0.100,5.801,0.988,16.000
97.276,894,1,564.520,261.060,-4.200,-0.100,4.201,181.364,14.000
97.276,894,2,588.940,634.280,0.100,6.200,6.201,89.076,16.000
97.276,894,3,491.060,401.480,-0.100,-5.800,5.801,269.012,16.000
97.385,895,0,599.100,208.950,5.800,0.100,5.801,0.988,16.000
97.385,895,1,564.100,261.050,-4.200,-0.100,4.201,181.364,14.000
97.385,895,2,588.950,634.900,0.100,6.200,6.201,89.076,16.000
97.385,895,3,491.050,400.900,-0.100,-5.800,5.801,269.012,16.000
97.494,896,0,599.680,208.960,5.800,0.100,5.801,0.988,16.000
97.494,896,1,563.680,261.040,-4.200,-0.100,4.201,181.364,14.000
97.494,896,2,588.960,635.520,0.100,6.200,6.201,89.076,16.000
97.494,896,3,491.040,400.320,-0.100,-5.800,5.801,269.012,16.000
97.602,897,0,600.260,208.970,5.800,0.100,5.801,0.988,16.000
97.602,897,1,563.260,261.030,-4.200,-0.100,4.201,181.364,14.000
97.602,897,2,588.970,636.140,0.100,6.200,6.201,89.076,16.000
97.602,897,3,491.030,399.740,-0.100,-5.800,5.801,269.012,16.000
97.711,898,0,600.840,208.980,5.800,0.100,5.801,0.988,16.000
97.711,898,1,562.840,261.020,-4.200,-0.100,4.201,181.364,14.000
97.711,898,2,588.980,636.760,0.100,6.200,6.201,89.076,16.000
97.711,898,3,491.020,399.160,-0.100,-5.800,5.801,269.012,16.000
97.819,899,0,601.420,208.990,5.800,0.100,5.801,0.988,16.000
97.819,899,1,562.420,261.010,-4.200,-0.100,4.201,181.364,14.000
97.819,899,2,588.990,637.380,0.100,6.200,6.201,89.076,16.000
97.819,899,3,491.010,398.580,-0.100,-5.800,5.801,269.012,16.000
97.930,900,0,602.000,209.000,5.800,0.100,5.801,0.988,16.000
97.930,900,1,562.000,261.000,-4.200,-0.100,4.201,181.364,14.000
97.930,900,2,589.000,638.000,0.100,6.200,6.201,89.076,16.000
97.930,900,3,491.000,398.000,-0.100,-5.800,5.801,269.012,16.000
98.039,901,0,602.580,209.010,5.800,0.100,5.801,0.988,16.000
98.039,901,1,561.580,260.990,-4.200,-0.100,4.201,181.364,14.000
98.039,901,2,589.010,638.620,0.100,6.200,6.201,89.076,16.000
98.039,901,3,490.990,397.420,-0.100,-5.800,5.801,269.012,16.000
98.147,902,0,603.160,209.020,5.800,0.100,5.801,0.988,16.000
98.147,902,1,561.160,260.980,-4.200,-0.100,4.201,181.364,14.000
98.147,902,2,589.020,639.240,0.100,6.200,6.201,89.076,16.000
98.147,902,3,490.980,396.840,-0.100,-5.800,5.801,269.012,16.000
98.256,903,0,603.740,209.030,5.800,0.100,5.801,0.988,16.000
98.256,903,1,560.740,260.970,-4.200,-0.100,4.201,181.364,14.000
98.256,903,2,589.030,639.860,0.100,6.200,6.201,89.076,16.000
98.256,903,3,490.970,396.260,-0.100,-5.800,5.801,269.012,16.000
98.365,904,0,604.320,209.040,5.800,0.100,5.801,0.988,16.000
98.365,904,1,560.320,260.960,-4.200,-0.100,4.201,181.364,14.000
98.365,904,2,589.040,640.480,0.100,6.200,6.201,89.076,16.000
98.365,904,3,490.960,395.680,-0.100,-5.800,5.801,269.012,16.000
98.474,905,0,604.900,209.050,5.800,0.100,5.801,0.988,16.000
98.474,905,1,559.900,260.950,-4.200,-0.100,4.201,181.364,14.000
98.474,905,2,589.050,641.100,0.100,6.200,6.201,89.076,16.000
98.474,905,3,490.950,395.100,-0.100,-5.800,5.801,269.012,16.000
98.584,906,0,605.480,209.060,5.800,0.100,5.801,0.988,16.000
98.584,906,1,559.480,260.940,-4.200,-0.100,4.201,181.364,14.000
98.584,906,2,589.060,641.720,0.100,6.200,6.201,89.076,16.000
98.584,906,3,490.940,394.520,-0.100,-5.800,5.801,269.012,16.000
98.692,907,0,606.060,209.070,5.800,0.100,5.801,0.988,16.000
98.692,907,1,559.060,260.930,-4.200,-0.100,4.201,181.364,14.000
98.692,907,2,589.070,642.340,0.100,6.200,6.201,89.076,16.000
98.692,907,3,490.930,393.940,-0.100,-5.800,5.801,269.012,16.000
98.802,908,0,606.640,209.080,5.800,0.100,5.801,0.988,16.000
98.802,908,1,558.640,260.920,-4.200,-0.100,4.201,181.364,14.000
98.802,908,2,589.080,642.960,0.100,6.200,6.201,89.076,16.000
98.802,908,3,490.920,393.360,-0.100,-5.800,5.801,269.012,16.000
98.910,909,0,607.220,209.090,5.800,0.100,5.801,0.988,16.000
98.910,909,1,558.220,260.910,-4.200,-0.100,4.201,181.364,14.000
98.910,909,2,589.090,643.580,0.100,6.200,6.201,89.076,16.000
98.910,909,3,490.910,392.780,-0.100,-5.800,5.801,269.012,16.000
99.020,910,0,607.800,209.100,5.800,0.100,5.801,0.988,16.000
99.020,910,1,557.800,260.900,-4.200,-0.100,4.201,181.364,14.000
99.020,910,2,589.100,644.200,0.100,6.200,6.201,89.076,16.000
99.020,910,3,490.900,392.200,-0.100,-5.800,5.801,269.012,16.000
99.130,911,0,608.380,209.110,5.800,0.100,5.801,0.988,16.000
99.130,911,1,557.380,260.890,-4.200,-0.100,4.201,181.364,14.000
99.130,911,2,589.110,644.820,0.100,6.200,6.201,89.076,16.000
99.130,911,3,490.890,391.620,-0.100,-5.800,5.801,269.012,16.000
99.239,912,0,608.960,209.120,5.800,0.100,5.801,0.988,16.000
99.239,912,1,556.960,260.880,-4.200,-0.100,4.201,181.364,14.000
99.239,912,2,589.120,645.440,0.100,6.200,6.201,89.076,16.000
99.239,912,3,490.880,391.040,-0.100,-5.800,5.801,269.012,16.000
99.347,913,0,609.540,209.130,5.800,0.100,5.801,0.988,16.000
99.347,913,1,556.540,260.870,-4.200,-0.100,4.201,181.364,14.000
99.347,913,2,589.130,646.060,0.100,6.200,6.201,89.076,16.000
99.347,913,3,490.870,390.460,-0.100,-5.800,5.801,269.012,16.000
99.457,914,0,610.120,209.140,5.800,0.100,5.801,0.988,16.000
99.457,914,1,556.120,260.860,-4.200,-0.100,4.201,181.364,14.000
99.457,914,2,589.140,646.680,0.100,6.200,6.201,89.076,16.000
99.457,914,3,490.860,389.880,-0.100,-5.800,5.801,269.012,16.000
99.566,915,0,610.700,209.150,5.800,0.100,5.801,0.988,16.000
99.566,915,1,555.700,260.850,-4.200,-0.100,4.201,181.364,14.000
99.566,915,2,589.150,647.300,0.100,6.200,6.201,89.076,16.000
99.566,915,3,490.850,389.300,-0.100,-5.800,5.801,269.012,16.000
99.674,916,0,611.280,209.160,5.800,0.100,5.801,0.988,16.000
99.674,916,1,555.280,260.840,-4.200,-0.100,4.201,181.364,14.000
99.674,916,2,589.160,647.920,0.100,6.200,6.201,89.076,16.000
99.674,916,3,490.840,388.720,-0.100,-5.800,5.801,269.012,16.000
99.783,917,0,611.860,209.170,5.800,0.100,5.801,0.988,16.000
99.783,917,1,554.860,260.830,-4.200,-0.100,4.201,181.364,14.000
99.783,917,2,589.170,648.540,0.100,6.200,6.201,89.076,16.000
99.783,917,3,490.830,388.140,-0.100,-5.800,5.801,269.012,16.000
99.892,918,0,612.440,209.180,5.800,0.100,5.801,0.988,16.000
99.892,918,1,554.440,260.820,-4.200,-0.100,4.201,181.364,14.000
99.892,918,2,589.180,649.160,0.100,6.200,6.201,89.076,16.000
99.892,918,3,490.820,387.560,-0.100,-5.800,5.801,269.012,16.000
100.002,919,0,613.020,209.190,5.800,0.100,5.801,0.988,16.000
100.002,919,1,554.020,260.810,-4.200,-0.100,4.201,181.364,14.000
100.002,919,2,589.190,649.780,0.100,6.200,6.201,89.076,16.000
100.002,919,3,490.810,386.980,-0.100,-5.800,5.801,269.012,16.000
100.112,920,0,613.600,209.200,5.800,0.100,5.801,0.988,16.000
100.112,920,1,553.600,260.800,-4.200,-0.100,4.201,181.364,14.000
100.112,920,2,589.200,650.400,0.100,6.200,6.201,89.076,16.000
100.112,920,3,490.800,386.400,-0.100,-5.800,5.801,269.012,16.000
100.221,921,0,614.180,209.210,5.800,0.100,5.801,0.988,16.000
100.221,921,1,553.180,260.790,-4.200,-0.100,4.201,181.364,14.000
100.221,921,2,589.210,651.020,0.100,6.200,6.201,89.076,16.000
100.221,921,3,490.790,385.820,-0.100,-5.800,5.801,269.012,16.000
100.330,922,0,614.760,209.220,5.800,0.100,5.801,0.988,16.000
100.330,922,1,552.760,260.780,-4.200,-0.100,4.201,181.364,14.000
100.330,922,2,589.220,651.640,0.100,6.200,6.201,89.076,16.000
100.330,922,3,490.780,385.240,-0.100,-5.800,5.801,269.012,16.000
100.440,923,0,615.340,209.230,5.800,0.100,5.801,0.988,16.000
100.440,923,1,552.340,260.770,-4.200,-0.100,4.201,181.364,14.000
100.440,923,2,589.230,652.260,0.100,6.200,6.201,89.076,16.000
100.440,923,3,490.770,384.660,-0.100,-5.800,5.801,269.012,16.000
100.548,924,0,615.920,209.240,5.800,0.100,5.801,0.988,16.000
100.548,924,1,551.920,260.760,-4.200,-0.100,4.201,181.364,14.000
100.548,924,2,589.240,652.880,0.100,6.200,6.201,89.076,16.000
100.548,924,3,490.760,384.080,-0.100,-5.800,5.801,269.012,16.000
100.657,925,0,616.500,209.250,5.800,0.100,5.801,0.988,16.000
100.657,925,1,551.500,260.750,-4.200,-0.100,4.201,181.364,14.000
100.657,925,2,589.250,653.500,0.100,6.200,6.201,89.076,16.000
100.657,925,3,490.750,383.500,-0.100,-5.800,5.801,269.012,16.000
100.765,926,0,617.080,209.260,5.800,0.100,5.801,0.988,16.000
100.765,926,1,551.080,260.740,-4.200,-0.100,4.201,181.364,14.000
100.765,926,2,589.260,654.120,0.100,6.200,6.201,89.076,16.000
100.765,926,3,490.740,382.920,-0.100,-5.800,5.801,269.012,16.000
100.875,927,0,617.660,209.270,5.800,0.100,5.801,0.988,16.000
100.875,927,1,550.660,260.730,-4.200,-0.100,4.201,181.364,14.000
100.875,927,2,589.270,654.740,0.100,6.200,6.201,89.076,16.000
100.875,927,3,490.730,382.340,-0.100,-5.800,5.801,269.012,16.000
100.983,928,0,618.240,209.280,5.800,0.100,5.801,0.988,16.000
100.983,928,1,550.240,260.720,-4.200,-0.100,4.201,181.364,14.000
100.983,928,2,589.280,655.360,0.100,6.200,6.201,89.076,16.000
100.983,928,3,490.720,381.760,-0.100,-5.800,5.801,269.012,16.000
101.093,929,0,618.820,209.290,5.800,0.100,5.801,0.988,16.000
101.093,929,1,549.820,260.710,-4.200,-0.100,4.201,181.364,14.000
101.093,929,2,589.290,655.980,0.100,6.200,6.201,89.076,16.000
101.093,929,3,490.710,381.180,-0.100,-5.800,5.801,269.012,16.000
101.203,930,0,619.400,209.300,5.800,0.100,5.801,0.988,16.000
